Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Season,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
2335,Stéphane Sessègnon,bj BEN,MF,Montpellier,fr Ligue 1,32,1984,27,26,2314,25.7,2,2,4,2,0,0,4,2,0.08,0.08,0.16,0.08,0.16,Matches,2016-2017,,,,,,,,,,,,
2336,Nicolas Seube,fr FRA,MF,Caen,fr Ligue 1,36,1979,20,13,1031,11.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2337,Salva Sevilla,es ESP,MF,Espanyol,es La Liga,32,1984,6,3,268,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2338,Aaron Seydel,de GER,FW,Mainz 05,de Bundesliga,20,1996,6,1,176,2.0,1,0,1,1,0,0,0,0,0.51,0.00,0.51,0.51,0.51,Matches,2016-2017,,,,,,,,,,,,
2339,Moussa Seydi,sn SEN,FW,Metz,fr Ligue 1,19,1996,1,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2340,Stephan El Shaarawy,it ITA,"MF,FW",Roma,it Serie A,23,1992,32,19,1630,18.1,8,3,11,8,0,0,0,0,0.44,0.17,0.61,0.44,0.61,Matches,2016-2017,,,,,,,,,,,,
2341,Xherdan Shaqiri,ch SUI,MF,Stoke City,eng Premier League,24,1991,21,21,1698,18.9,4,2,6,4,0,0,2,0,0.21,0.11,0.32,0.21,0.32,Matches,2016-2017,,,,,,,,,,,,
2342,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,21,1995,11,9,688,7.6,0,1,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,Matches,2016-2017,,,,,,,,,,,,
2343,Ryan Shawcross,eng ENG,DF,Stoke City,eng Premier League,28,1987,35,35,3150,35.0,1,1,2,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,Matches,2016-2017,,,,,,,,,,,,
2344,Djibril Sidibé,fr FRA,DF,Monaco,fr Ligue 1,24,1992,29,26,2321,25.8,2,5,7,2,0,0,7,0,0.08,0.19,0.27,0.08,0.27,Matches,2016-2017,,,,,,,,,,,,
2345,Sidnei,br BRA,DF,La Coruña,es La Liga,26,1989,29,29,2488,27.6,1,0,1,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,Matches,2016-2017,,,,,,,,,,,,
2346,Franck Signorino,fr FRA,DF,Metz,fr Ligue 1,34,1981,17,17,1476,16.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2347,Gylfi Sigurðsson,is ISL,"FW,MF",Swansea City,eng Premier League,26,1989,38,37,3327,37.0,9,13,22,6,3,3,2,0,0.24,0.35,0.60,0.16,0.51,Matches,2016-2017,,,,,,,,,,,,
2348,Kolbeinn Sigþórsson,is ISL,FW,Nantes,fr Ligue 1,26,1990,2,2,155,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2349,Bernardo Silva,pt POR,MF,Monaco,fr Ligue 1,21,1994,37,33,2782,30.9,8,8,16,8,0,0,3,0,0.26,0.26,0.52,0.26,0.52,Matches,2016-2017,,,,,,,,,,,,
2350,David Silva,es ESP,MF,Manchester City,eng Premier League,30,1986,34,31,2759,30.7,4,7,11,4,0,0,6,0,0.13,0.23,0.36,0.13,0.36,Matches,2016-2017,,,,,,,,,,,,
2351,Gabriel Silva,br BRA,"MF,DF",Udinese,it Serie A,25,1991,5,2,234,2.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2352,Gabriel Silva,br BRA,DF,Granada,es La Liga,25,1991,12,11,976,10.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2353,Gastón Silva,uy URU,DF,Granada,es La Liga,22,1994,22,19,1749,19.4,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2354,Stefan Silva,se SWE,FW,Palermo,it Serie A,26,1990,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2355,Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,31,1984,27,27,2385,26.5,3,1,4,3,0,0,1,0,0.11,0.04,0.15,0.11,0.15,Matches,2016-2017,,,,,,,,,,,,
2356,Matías Silvestre,ar ARG,DF,Sampdoria,it Serie A,31,1984,36,36,3211,35.7,0,3,3,0,0,0,3,2,0.00,0.08,0.08,0.00,0.08,Matches,2016-2017,,,,,,,,,,,,
2357,Ba-Muaka Simakala,cg CGO,FW,M'Gladbach,de Bundesliga,19,1997,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2358,Giovanni Simeone,ar ARG,FW,Genoa,it Serie A,21,1995,35,29,2614,29.0,12,1,13,11,1,2,3,0,0.41,0.03,0.45,0.38,0.41,Matches,2016-2017,,,,,,,,,,,,
2359,David Simón,es ESP,DF,Las Palmas,es La Liga,27,1988,16,14,1322,14.7,0,1,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matches,2016-2017,,,,,,,,,,,,
2360,Danny Simpson,eng ENG,DF,Leicester City,eng Premier League,29,1987,35,34,2988,33.2,0,1,1,0,0,0,12,0,0.00,0.03,0.03,0.00,0.03,Matches,2016-2017,,,,,,,,,,,,
2361,Josh Sims,eng ENG,FW,Southampton,eng Premier League,19,1997,7,1,211,2.3,0,1,1,0,0,0,0,0,0.00,0.43,0.43,0.00,0.43,Matches,2016-2017,,,,,,,,,,,,
2362,Jerome Sinclair,eng ENG,FW,Watford,eng Premier League,19,1996,5,1,116,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2363,Giovanni Sio,ci CIV,FW,Rennes,fr Ligue 1,27,1989,34,32,2678,29.8,9,1,10,9,0,0,6,0,0.30,0.03,0.34,0.30,0.34,Matches,2016-2017,,,,,,,,,,,,
2364,Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,27,1988,16,16,1390,15.4,1,0,1,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches,2016-2017,,,,,,,,,,,,
2365,Guilherme Siqueira,br BRA,"DF,MF",Valencia,es La Liga,30,1986,10,7,540,6.0,0,1,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,Matches,2016-2017,,,,,,,,,,,,
2366,Pantxi Sirieix,fr FRA,MF,Toulouse,fr Ligue 1,35,1980,4,0,43,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2367,Salvatore Sirigu,it ITA,GK,Osasuna,es La Liga,29,1987,18,18,1620,18.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2368,Salvatore Sirigu,it ITA,GK,Sevilla,es La Liga,29,1987,2,2,177,2.0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2369,Sandro Sirigu,de GER,"DF,MF",Darmstadt 98,de Bundesliga,27,1988,30,17,1814,20.2,2,2,4,2,0,0,5,2,0.10,0.10,0.20,0.10,0.20,Matches,2016-2017,,,,,,,,,,,,
2370,Moussa Sissoko,fr FRA,"MF,FW",Tottenham,eng Premier League,26,1989,25,8,911,10.1,0,2,2,0,0,0,3,0,0.00,0.20,0.20,0.00,0.20,Matches,2016-2017,,,,,,,,,,,,
2371,Pione Sisto,dk DEN,"MF,FW",Celta Vigo,es La Liga,21,1995,30,19,1667,18.5,3,3,6,3,0,0,1,0,0.16,0.16,0.32,0.16,0.32,Matches,2016-2017,,,,,,,,,,,,
2372,Sito,es ESP,MF,Valencia,es La Liga,19,1996,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2373,Ellyes Skhiri,tn TUN,MF,Montpellier,fr Ligue 1,21,1995,37,37,3281,36.5,1,1,2,1,0,0,3,0,0.03,0.03,0.05,0.03,0.05,Matches,2016-2017,,,,,,,,,,,,
2374,Łukasz Skorupski,pl POL,GK,Empoli,it Serie A,25,1991,35,35,3150,35.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2375,Milan Škriniar,sk SVK,DF,Sampdoria,it Serie A,21,1995,35,34,2998,33.3,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2376,Islam Slimani,dz ALG,FW,Leicester City,eng Premier League,28,1988,23,13,1281,14.2,7,4,11,6,1,1,1,0,0.49,0.28,0.77,0.42,0.70,Matches,2016-2017,,,,,,,,,,,,
2377,Naïm Sliti,tn TUN,"MF,FW",Lille,fr Ligue 1,24,1992,16,10,955,10.6,1,2,3,1,0,0,1,0,0.09,0.19,0.28,0.09,0.28,Matches,2016-2017,,,,,,,,,,,,
2378,Chris Smalling,eng ENG,DF,Manchester Utd,eng Premier League,26,1989,18,13,1217,13.5,1,0,1,1,0,0,0,0,0.07,0.00,0.07,0.07,0.07,Matches,2016-2017,,,,,,,,,,,,
2379,Adam Smith,eng ENG,"DF,MF",Bournemouth,eng Premier League,25,1991,36,34,3079,34.2,1,5,6,1,0,0,6,0,0.03,0.15,0.18,0.03,0.18,Matches,2016-2017,,,,,,,,,,,,
2380,Brad Smith,au AUS,"DF,MF",Bournemouth,eng Premier League,22,1994,5,3,291,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2381,Robert Snodgrass,sct SCO,"MF,FW",West Ham,eng Premier League,28,1987,15,8,838,9.3,0,2,2,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21,Matches,2016-2017,,,,,,,,,,,,
2382,Robert Snodgrass,sct SCO,"FW,MF",Hull City,eng Premier League,28,1987,20,19,1710,19.0,7,2,9,5,2,2,2,0,0.37,0.11,0.47,0.26,0.37,Matches,2016-2017,,,,,,,,,,,,
2383,Cédric Soares,pt POR,DF,Southampton,eng Premier League,24,1991,30,30,2515,27.9,0,3,3,0,0,0,7,0,0.00,0.11,0.11,0.00,0.11,Matches,2016-2017,,,,,,,,,,,,
2384,Ramadan Sobhi,eg EGY,MF,Stoke City,eng Premier League,19,1997,17,8,854,9.5,0,1,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches,2016-2017,,,,,,,,,,,,
2385,Rubén Sobrino,es ESP,MF,Alavés,es La Liga,24,1992,11,5,503,5.6,2,1,3,2,0,0,1,0,0.36,0.18,0.54,0.36,0.54,Matches,2016-2017,,,,,,,,,,,,
2386,Roberto Soldado,es ESP,FW,Villarreal,es La Liga,31,1985,10,10,737,8.2,4,3,7,3,1,1,8,0,0.49,0.37,0.85,0.37,0.73,Matches,2016-2017,,,,,,,,,,,,
2387,Carlos Soler,es ESP,MF,Valencia,es La Liga,19,1997,23,19,1723,19.1,3,1,4,3,0,0,4,1,0.16,0.05,0.21,0.16,0.21,Matches,2016-2017,,,,,,,,,,,,
2388,Somália,br BRA,"MF,DF",Toulouse,fr Ligue 1,27,1988,28,18,1812,20.1,0,1,1,0,0,0,2,1,0.00,0.05,0.05,0.00,0.05,Matches,2016-2017,,,,,,,,,,,,
2389,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,27,1988,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2390,Jérémy Sorbon,fr FRA,DF,Guingamp,fr Ligue 1,32,1983,33,33,2945,32.7,1,0,1,1,0,0,1,0,0.03,0.00,0.03,0.03,0.03,Matches,2016-2017,,,,,,,,,,,,
2391,David Soria,es ESP,GK,Sevilla,es La Liga,23,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2392,Bruno Soriano,es ESP,MF,Villarreal,es La Liga,32,1984,34,33,2984,33.2,5,2,7,1,4,5,5,0,0.15,0.06,0.21,0.03,0.09,Matches,2016-2017,,,,,,,,,,,,
2393,Roberto Soriano,it ITA,MF,Villarreal,es La Liga,25,1991,33,31,2450,27.2,9,5,14,9,0,0,8,1,0.33,0.18,0.51,0.33,0.51,Matches,2016-2017,,,,,,,,,,,,
2394,Stefano Sorrentino,it ITA,GK,Chievo,it Serie A,37,1979,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2395,José Sosa,ar ARG,MF,Milan,it Serie A,31,1985,18,15,1236,13.7,0,3,3,0,0,0,7,4,0.00,0.22,0.22,0.00,0.22,Matches,2016-2017,,,,,,,,,,,,
2396,Pape Souaré,sn SEN,DF,Crystal Palace,eng Premier League,26,1990,3,3,269,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2397,Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,24,1992,27,26,2326,25.8,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2398,Arnaud Souquet,fr FRA,"DF,MF",Nice,fr Ligue 1,24,1992,26,26,2340,26.0,1,4,5,1,0,0,3,0,0.04,0.15,0.19,0.04,0.19,Matches,2016-2017,,,,,,,,,,,,
2399,Djibril Sow,ch SUI,MF,M'Gladbach,de Bundesliga,19,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2400,Çağlar Söyüncü,tr TUR,DF,Freiburg,de Bundesliga,20,1996,24,24,2070,23.0,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches,2016-2017,,,,,,,,,,,,
2401,Emir Spahić,ba BIH,DF,Hamburger SV,de Bundesliga,35,1980,11,9,777,8.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2402,Leonardo Spinazzola,it ITA,"MF,FW",Atalanta,it Serie A,23,1993,30,28,2496,27.7,0,4,4,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches,2016-2017,,,,,,,,,,,,
2403,Nicolás Spolli,ar ARG,DF,Chievo,it Serie A,33,1983,21,15,1594,17.7,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2404,Marco Sportiello,it ITA,GK,Fiorentina,it Serie A,24,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2405,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,24,1992,8,8,720,8.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2406,Sébastien Squillaci,fr FRA,DF,Bastia,fr Ligue 1,35,1980,10,10,855,9.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2407,Bassem Srarfi,tn TUN,"FW,MF",Nice,fr Ligue 1,19,1997,5,0,41,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2408,Kostas Stafylidis,gr GRE,"DF,MF",Augsburg,de Bundesliga,22,1993,27,26,2240,24.9,4,0,4,4,0,0,6,0,0.16,0.00,0.16,0.16,0.16,Matches,2016-2017,,,,,,,,,,,,
2409,Benjamin Stambouli,fr FRA,MF,Schalke 04,de Bundesliga,25,1990,23,15,1297,14.4,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2410,Junior Stanislas,eng ENG,MF,Bournemouth,eng Premier League,26,1989,21,18,1467,16.3,7,5,12,5,2,2,1,0,0.43,0.31,0.74,0.31,0.61,Matches,2016-2017,,,,,,,,,,,,
2411,Niklas Stark,de GER,"MF,DF",Hertha BSC,de Bundesliga,21,1995,27,27,2349,26.1,1,0,1,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,Matches,2016-2017,,,,,,,,,,,,
2412,Tom Starke,de GER,GK,Bayern Munich,de Bundesliga,35,1981,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2413,Markus Steinhöfer,de GER,"DF,MF",Darmstadt 98,de Bundesliga,30,1986,7,3,323,3.6,0,1,1,0,0,0,0,0,0.00,0.28,0.28,0.00,0.28,Matches,2016-2017,,,,,,,,,,,,
2414,Maarten Stekelenburg,nl NED,GK,Everton,eng Premier League,33,1982,19,19,1683,18.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2415,Guglielmo Stendardo,it ITA,DF,Atalanta,it Serie A,35,1981,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2416,Guglielmo Stendardo,it ITA,DF,Pescara,it Serie A,35,1981,9,9,645,7.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2417,Marc Stendera,de GER,MF,Eint Frankfurt,de Bundesliga,20,1995,2,2,129,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2418,Pascal Stenzel,de GER,"DF,MF",Freiburg,de Bundesliga,20,1996,19,14,1306,14.5,1,1,2,1,0,0,3,0,0.07,0.07,0.14,0.07,0.14,Matches,2016-2017,,,,,,,,,,,,
2419,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,22,1994,17,15,1471,16.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2420,Mariusz Stępiński,pl POL,FW,Nantes,fr Ligue 1,21,1995,21,16,1174,13.0,4,3,7,4,0,0,1,0,0.31,0.23,0.54,0.31,0.54,Matches,2016-2017,,,,,,,,,,,,
2421,Raheem Sterling,eng ENG,"MF,FW",Manchester City,eng Premier League,21,1994,33,29,2508,27.9,7,8,15,7,0,0,7,0,0.25,0.29,0.54,0.25,0.54,Matches,2016-2017,,,,,,,,,,,,
2422,Janek Sternberg,de GER,"DF,MF",Werder Bremen,de Bundesliga,23,1992,2,0,73,0.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2423,Jhon Steven,co COL,DF,Osasuna,es La Liga,21,1994,5,4,429,4.8,2,0,2,2,0,0,0,0,0.42,0.00,0.42,0.42,0.42,Matches,2016-2017,,,,,,,,,,,,
2424,Kevin Stewart,jm JAM,"DF,MF",Liverpool,eng Premier League,22,1993,4,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2425,Lars Stindl,de GER,"FW,MF",M'Gladbach,de Bundesliga,27,1988,30,29,2589,28.8,11,3,14,11,0,1,8,0,0.38,0.10,0.49,0.38,0.49,Matches,2016-2017,,,,,,,,,,,,
2426,Valentin Stocker,ch SUI,MF,Hertha BSC,de Bundesliga,27,1989,17,14,1157,12.9,4,1,5,4,0,0,1,1,0.31,0.08,0.39,0.31,0.39,Matches,2016-2017,,,,,,,,,,,,
2427,Adrian Stoian,ro ROU,"MF,FW",Crotone,it Serie A,25,1991,27,17,1567,17.4,3,2,5,3,0,0,3,0,0.17,0.11,0.29,0.17,0.29,Matches,2016-2017,,,,,,,,,,,,
2428,John Stones,eng ENG,DF,Manchester City,eng Premier League,22,1994,27,23,2014,22.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2429,Marco Storari,it ITA,GK,Cagliari,it Serie A,39,1977,15,15,1256,14.0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2430,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,21,1995,21,20,1845,20.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2431,Ivan Strinić,hr CRO,DF,Napoli,it Serie A,29,1987,12,12,1033,11.5,0,2,2,0,0,0,3,0,0.00,0.17,0.17,0.00,0.17,Matches,2016-2017,,,,,,,,,,,,
2432,Tobias Strobl,de GER,"MF,DF",M'Gladbach,de Bundesliga,26,1990,23,18,1565,17.4,0,1,1,0,0,0,7,2,0.00,0.06,0.06,0.00,0.06,Matches,2016-2017,,,,,,,,,,,,
2433,Dominik Stroh-Engel,de GER,FW,Darmstadt 98,de Bundesliga,30,1985,4,0,46,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2434,Kevin Strootman,nl NED,MF,Roma,it Serie A,26,1990,33,31,2788,31.0,4,7,11,4,0,0,6,0,0.13,0.23,0.36,0.13,0.36,Matches,2016-2017,,,,,,,,,,,,
2435,Cristhian Stuani,uy URU,"FW,MF",Middlesbrough,eng Premier League,29,1986,23,16,1354,15.0,4,0,4,4,0,0,4,0,0.27,0.00,0.27,0.27,0.27,Matches,2016-2017,,,,,,,,,,,,
2436,Stefano Sturaro,it ITA,MF,Juventus,it Serie A,23,1993,21,12,1038,11.5,0,1,1,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,Matches,2016-2017,,,,,,,,,,,,
2437,Daniel Sturridge,eng ENG,FW,Liverpool,eng Premier League,26,1989,20,7,775,8.6,3,1,4,3,0,0,1,0,0.35,0.12,0.46,0.35,0.46,Matches,2016-2017,,,,,,,,,,,,
2438,Denis Suárez,es ESP,MF,Barcelona,es La Liga,22,1994,26,12,1186,13.2,1,3,4,1,0,0,1,0,0.08,0.23,0.30,0.08,0.30,Matches,2016-2017,,,,,,,,,,,,
2439,Leonardo Suárez,ar ARG,"FW,MF",Villarreal,es La Liga,20,1996,3,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2440,Luis Suárez,uy URU,FW,Barcelona,es La Liga,29,1987,35,34,2857,31.7,28,12,40,28,0,0,8,0,0.88,0.38,1.26,0.88,1.26,Matches,2016-2017,,,,,,,,,,,,
2441,Mario Suárez,es ESP,MF,Valencia,es La Liga,29,1987,21,17,1496,16.6,3,0,3,3,0,0,3,0,0.18,0.00,0.18,0.18,0.18,Matches,2016-2017,,,,,,,,,,,,
2442,Danijel Subašić,hr CRO,GK,Monaco,fr Ligue 1,31,1984,36,36,3240,36.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2443,Neven Subotić,rs SRB,DF,Köln,de Bundesliga,27,1988,12,9,890,9.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2444,Isaac Success,ng NGA,MF,Watford,eng Premier League,20,1996,19,2,519,5.8,1,1,2,1,0,0,2,0,0.17,0.17,0.35,0.17,0.35,Matches,2016-2017,,,,,,,,,,,,
2445,Niklas Süle,de GER,DF,Hoffenheim,de Bundesliga,20,1995,33,33,2885,32.1,2,2,4,2,0,0,4,0,0.06,0.06,0.12,0.06,0.12,Matches,2016-2017,,,,,,,,,,,,
2446,Ćazim Suljić,ba BIH,FW,Crotone,it Serie A,19,1996,2,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2447,Aytaç Sulu,tr TUR,DF,Darmstadt 98,de Bundesliga,30,1985,27,27,2430,27.0,2,0,2,2,0,0,7,0,0.07,0.00,0.07,0.07,0.07,Matches,2016-2017,,,,,,,,,,,,
2448,Ki Sung-yueng,kr KOR,MF,Swansea City,eng Premier League,27,1989,23,13,1291,14.3,0,1,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matches,2016-2017,,,,,,,,,,,,
2449,Toni Šunjić,ba BIH,DF,Palermo,it Serie A,27,1988,7,2,246,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2450,Gilles Sunu,tg TOG,FW,Angers,fr Ligue 1,25,1991,23,8,814,9.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2451,Stoppila Sunzu,zm ZAM,DF,Lille,fr Ligue 1,27,1989,4,1,198,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2452,Andrew Surman,eng ENG,MF,Bournemouth,eng Premier League,29,1986,22,21,1801,20.0,0,1,1,0,0,0,2,2,0.00,0.05,0.05,0.00,0.05,Matches,2016-2017,,,,,,,,,,,,
2453,Markel Susaeta,es ESP,MF,Athletic Club,es La Liga,28,1987,26,11,1112,12.4,1,2,3,1,0,0,4,0,0.08,0.16,0.24,0.08,0.24,Matches,2016-2017,,,,,,,,,,,,
2454,Suso,es ESP,FW,Milan,it Serie A,22,1993,34,33,2812,31.2,7,9,16,7,0,1,5,0,0.22,0.29,0.51,0.22,0.51,Matches,2016-2017,,,,,,,,,,,,
2455,Markus Suttner,at AUT,"MF,DF",Ingolstadt 04,de Bundesliga,29,1987,31,31,2732,30.4,4,5,9,4,0,0,10,0,0.13,0.16,0.30,0.13,0.30,Matches,2016-2017,,,,,,,,,,,,
2456,Seydou Sy,sn SEN,GK,Monaco,fr Ligue 1,20,1995,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2457,Issiaga Sylla,gn GUI,"MF,DF",Toulouse,fr Ligue 1,22,1994,27,21,1674,18.6,1,1,2,1,0,0,6,0,0.05,0.05,0.11,0.05,0.11,Matches,2016-2017,,,,,,,,,,,,
2458,Yacouba Sylla,ml MLI,MF,Montpellier,fr Ligue 1,25,1990,19,13,1076,12.0,1,0,1,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,Matches,2016-2017,,,,,,,,,,,,
2459,Ádám Szalai,hu HUN,"FW,MF",Hoffenheim,de Bundesliga,28,1987,22,7,782,8.7,8,1,9,8,0,0,2,0,0.92,0.12,1.04,0.92,1.04,Matches,2016-2017,,,,,,,,,,,,
2460,Wojciech Szczęsny,pl POL,GK,Roma,it Serie A,26,1990,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
2461,Alexander Søderlund,no NOR,FW,Saint-Étienne,fr Ligue 1,28,1987,17,8,903,10.0,1,1,2,1,0,0,2,0,0.10,0.10,0.20,0.10,0.20,Matches,2016-2017,,,,,,,,,,,,
